Cluster	Gene	FY23.SC_FY23.SC.1	FY23.SC_FY23.SC.2	FY23.YE_FY23.YE.1	FY23.YE_FY23.YE.2	FY24.SC_FY24.SC.1	FY24.SC_FY24.SC.2	FY24.YE_FY24.YE.1	FY24.YE_FY24.YE.2	Transcript
X_195231_195335_-	YJL116C__YJL116C	9.08	9.173	10.421	12.435	13.037	10.373	9.983	12.822	YJL116C_mRNA
X_195643_195647_+	YJL115W__ASF1	0.399	0.54	0.758	0.493	0.308	0.28	0.294	0.296	YJL115W_mRNA
X_196202_196241_+	YJL115W__ASF1	63.858	62.913	68.873	64.247	60.259	64.201	57.942	57.107	YJL115W_mRNA
X_196277_196280_+	YJL115W__ASF1	0.499	0.54	0.474	0.691	0.616	0.654	0.392	0.296	YJL115W_mRNA
X_196762_196764_+	YJL115W__ASF1	1.098	1.835	1.989	1.184	1.232	1.682	1.566	1.677	YJL115W_mRNA
X_198004_198058_+	.	5.588	7.014	3.221	3.948	5.03	4.486	2.838	3.945	NA
X_205252_205313_+	YJL112W__MDV1	15.765	16.942	13.168	12.83	14.782	15.233	9.69	11.244	YJL112W_mRNA
X_207797_207866_+	YJL111W__CCT7	131.906	129.28	141.819	137.672	132.837	130.644	138.102	132.166	YJL111W_mRNA
X_211650_211705_-	YJL110C__GZF3	22.55	27.95	21.694	21.613	26.075	24.578	19.477	20.022	YJL110C_mRNA
X_217318_217351_-	YJL109C__YJL109C	17.86	18.885	26.526	24.672	19.71	19.251	28.286	24.165	YJL109C_mRNA
X_21886_21957_+	YJL218W__YJL218W	5.388	5.18	8.053	9.375	5.235	5.887	9.396	8.384	YJL218W_mRNA
X_220083_220090_-	YJL107C__YJL107C	8.082	7.446	5.021	5.033	6.775	6.822	5.873	5.721	YJL107C_mRNA
X_220575_220693_+	YJL106W__IME2	15.466	13.165	10.042	10.165	13.653	12.99	10.571	11.836	YJL106W_mRNA
X_220660_220694_-	YJL107C__YJL107C	5.887	6.151	3.979	3.158	6.159	4.953	2.741	2.762	YJL107C_mRNA
X_220779_220782_+	YJL106W__IME2	0.499	1.079	0.189	0.691	0.924	0.748	0.294	0.395	YJL106W_mRNA
X_227053_227098_-	.	6.585	7.23	5.021	5.625	7.699	9.999	4.209	5.227	NA
X_227258_227336_+	YJL104W__PAM16	135.997	140.611	138.693	139.941	126.575	132.42	146.813	144.79	YJL104W_mRNA
X_228361_228511_-	.	1532.488	1483.16	1649.818	1573.108	1618.17	1617.822	1730.245	1478.184	NA
X_22950_23139_+	YJL217W__YJL217W	44.202	45.647	102.598	109.743	43.629	48.501	117.94	119.048	YJL217W_mRNA
X_22950_23139_+	YJL218W__YJL218W	44.202	45.647	102.598	109.743	43.629	48.501	117.94	119.048	YJL218W_mRNA
X_231046_231085_-	YJL103C__YJL103C	13.769	12.086	4.168	6.217	12.216	12.522	5.285	7.101	YJL103C_mRNA
X_231255_231294_+	YJL102W__YJL102W	35.82	35.827	19.61	21.218	31.413	30.839	23.784	21.502	YJL102W_mRNA
X_236422_236553_-	YJL101C__YJL101C	57.073	58.057	66.883	65.431	54.305	53.454	72.624	73.48	YJL101C_mRNA
X_236807_236938_+	YJL100W__YJL100W	10.676	10.468	7.958	9.573	10.163	11.027	10.375	7.89	YJL100W_mRNA
X_237197_237200_+	YJL100W__YJL100W	8.98	8.957	6.063	7.303	10.984	8.224	7.047	5.425	YJL100W_mRNA
X_237230_237236_+	YJL100W__YJL100W	3.392	3.129	2.084	3.059	3.901	3.831	2.251	2.071	YJL100W_mRNA
X_239128_239131_-	.	0.698	0.647	0.758	0.296	0.719	0.561	0.392	0.493	NA
X_239297_239326_+	YJL099W__CHS6	4.989	4.532	2.937	3.553	3.388	4.766	4.992	3.255	YJL099W_mRNA
X_241816_241980_+	YJL098W__YJL098W	39.013	45.324	50.115	45.989	42.808	38.315	40.325	40.833	YJL098W_mRNA
X_245499_245575_+	YJL096W__MRPL49	37.516	36.367	45.947	40.068	34.8	35.792	37.291	45.272	YJL096W_mRNA
X_245499_245575_+	YJL097W__YJL097W	37.516	36.367	45.947	40.068	34.8	35.792	37.291	45.272	YJL097W_mRNA
X_246409_246519_+	YJL095W__BCK1	104.467	100.467	90.946	97.406	96.292	98.591	99.05	103.563	YJL095W_mRNA
X_246409_246519_+	YJL096W__MRPL49	104.467	100.467	90.946	97.406	96.292	98.591	99.05	103.563	YJL096W_mRNA
X_254427_254500_-	YJL094C__YJL094C	26.84	26.331	25.958	28.817	28.436	20.933	23.686	27.124	YJL094C_mRNA
X_256755_256810_-	YJL093C__TOK1	25.643	29.676	20.463	21.514	26.588	27.288	20.162	19.628	YJL093C_mRNA
X_257202_257209_+	YJL092W__SRS2	18.06	16.295	13.642	16.975	17.76	14.859	12.822	11.441	YJL092W_mRNA
X_257244_257249_+	YJL092W__SRS2	4.29	4.748	2.653	3.553	2.669	3.177	2.447	2.86	YJL092W_mRNA
X_262518_262528_-	YJL091C__YJL091C	2.195	2.914	2.368	1.283	2.361	1.589	1.272	0.493	YJL091C_mRNA
X_262549_262574_-	YJL091C__YJL091C	27.239	27.518	18.094	20.429	22.584	25.045	19.477	18.148	YJL091C_mRNA
X_265110_265139_-	YJL090C__YJL090C	7.483	10.144	9.095	6.81	7.905	8.224	4.209	5.721	YJL090C_mRNA
X_268772_268777_+	YJL088W__ARG3	7.483	9.281	1.137	0.79	10.676	9.532	1.86	1.578	YJL088W_mRNA
X_272513_272622_-	YJL086C__YJL086C	16.364	15.647	17.905	17.271	18.067	14.391	15.464	15.189	YJL086C_mRNA
X_272513_272622_-	YJL087C__TRL1	16.364	15.647	17.905	17.271	18.067	14.391	15.464	15.189	YJL087C_mRNA
X_272714_272717_+	YJL085W__YJL085W	0.2	0	0.379	0.395	0.103	0.093	0.196	0.395	YJL085W_mRNA
X_272737_272792_+	YJL085W__YJL085W	21.752	22.446	21.884	18.85	17.041	16.915	18.205	15.091	YJL085W_mRNA
X_278104_278154_-	YJL084C__ALY2	12.572	16.295	10.989	11.941	13.14	15.606	10.668	9.962	YJL084C_mRNA
X_278336_278343_+	YJL083W__YJL083W	7.084	8.309	4.168	4.638	7.289	4.673	3.426	4.143	YJL083W_mRNA
X_278773_278823_+	YJL083W__YJL083W	11.474	12.194	9.379	8.586	10.471	9.065	6.949	6.51	YJL083W_mRNA
X_280659_280726_-	.	7.483	7.878	9.947	8.783	6.981	5.981	4.796	5.523	NA
X_281066_281149_+	YJL082W__YJL082W	92.494	89.136	37.705	38.982	97.113	99.338	46.687	42.115	YJL082W_mRNA
X_28280_28314_+	.	1.497	1.295	0.758	0.493	1.027	0.935	0.392	0.493	NA
X_28341_28343_-	.	1.497	1.187	0.663	1.579	1.335	1.589	1.175	0.789	NA
X_28433_28537_+	.	21.951	21.906	17.242	14.507	24.637	20.746	16.541	18.937	NA
X_285274_285337_-	YJL081C__ARP4	43.204	40.144	37.042	38.291	39.933	38.221	36.018	37.578	YJL081C_mRNA
X_289383_289497_-	YJL080C__YJL080C	126.419	111.474	130.924	128.494	108.61	111.207	116.08	128.319	YJL080C_mRNA
X_289635_289659_+	.	1.896	1.835	1.989	1.776	1.95	1.495	1.175	1.578	NA
X_290723_290730_-	YJL079C__YJL079C	1.197	0.324	1.042	0.691	0.411	0.748	0.294	0.592	YJL079C_mRNA
X_290926_290953_-	YJL079C__YJL079C	74.933	75.431	25.01	29.903	53.176	65.603	24.077	24.954	YJL079C_mRNA
X_290993_291012_-	YJL079C__YJL079C	2.494	2.05	1.232	0.987	2.053	2.523	0.489	1.085	YJL079C_mRNA
X_291597_291603_+	.	2.993	2.806	2.084	1.283	3.182	3.551	0.685	1.775	NA
X_291993_292032_+	.	1.596	3.885	3.979	5.132	4.312	3.271	4.404	2.466	NA
X_293138_293158_+	YJL077W-B__YJL077W-B	2.095	1.079	2.463	3.257	2.566	2.056	2.643	3.058	YJL077W-B_mRNA
X_293524_293529_-	YJL078C__YJL078C	0.499	0.108	2.558	2.369	0.513	0.28	2.251	1.677	YJL078C_mRNA
X_293939_294103_-	YJL078C__YJL078C	50.488	47.806	38.842	41.45	46.195	48.781	30.635	28.307	YJL078C_mRNA
X_294635_294676_+	YJL076W__NET1	10.976	10.683	11.747	12.139	13.551	15.326	9.592	9.074	YJL076W_mRNA
X_294635_294676_+	YJL077W-A__YJL077W-A	10.976	10.683	11.747	12.139	13.551	15.326	9.592	9.074	YJL077W-A_mRNA
X_294635_294676_+	YJL077W-B__YJL077W-B	10.976	10.683	11.747	12.139	13.551	15.326	9.592	9.074	YJL077W-B_mRNA
X_295112_295116_+	YJL076W__NET1	0.399	0.108	0.568	0.691	0.103	0.093	1.077	0.395	YJL076W_mRNA
X_295112_295116_+	YJL077W-A__YJL077W-A	0.399	0.108	0.568	0.691	0.103	0.093	1.077	0.395	YJL077W-A_mRNA
X_295143_295146_+	YJL076W__NET1	0.1	0.324	0.095	0	0.103	0.093	0.196	0.197	YJL076W_mRNA
X_295143_295146_+	YJL077W-A__YJL077W-A	0.1	0.324	0.095	0	0.103	0.093	0.196	0.197	YJL077W-A_mRNA
X_295154_295233_+	YJL076W__NET1	71.94	65.827	67.073	70.464	66.624	64.388	67.436	63.223	YJL076W_mRNA
X_295154_295233_+	YJL077W-A__YJL077W-A	71.94	65.827	67.073	70.464	66.624	64.388	67.436	63.223	YJL077W-A_mRNA
X_302855_302858_-	YJL074C__YJL074C	0.2	0	0.095	0.296	0.513	0.187	0.783	0.395	YJL074C_mRNA
X_302862_302885_-	YJL074C__YJL074C	29.135	24.496	28.421	31.285	26.075	25.512	28.286	28.307	YJL074C_mRNA
X_303041_303156_+	YJL073W__JEM1	26.242	27.41	23.115	26.054	28.333	24.951	23.099	28.11	YJL073W_mRNA
X_305670_305674_-	YJL072C__PSF2	0.499	1.187	0.947	1.678	1.232	0.467	1.37	0.69	YJL072C_mRNA
X_305859_305931_-	YJL072C__PSF2	22.45	25.144	18.379	19.146	23.919	25.979	17.715	16.965	YJL072C_mRNA
X_306038_306087_+	YJL071W__ARG2	12.572	12.518	9.663	10.362	10.779	14.298	8.809	6.904	YJL071W_mRNA
X_30718_30723_-	.	0.299	0.108	0.189	0.592	0	0	0.294	0.099	NA
X_310631_310712_-	YJL070C__YJL070C	25.443	26.87	15.537	16.58	28.436	28.222	17.813	15.091	YJL070C_mRNA
X_312706_312761_-	YJL069C__YJL069C	30.532	29.137	43.578	42.14	28.538	30.372	38.074	33.14	YJL069C_mRNA
X_313902_313956_-	YJL066C__YJL066C	45.299	38.417	24.536	25.857	35.211	40.558	21.924	27.617	YJL066C_mRNA
X_313902_313956_-	YJL068C__YJL068C	45.299	38.417	24.536	25.857	35.211	40.558	21.924	27.617	YJL068C_mRNA
X_314850_314854_-	YJL065C__YJL065C	0.998	0.647	0.853	1.382	1.129	1.776	0.881	1.282	YJL065C_mRNA
X_314850_314854_-	YJL066C__YJL066C	0.998	0.647	0.853	1.382	1.129	1.776	0.881	1.282	YJL066C_mRNA
X_314850_314854_-	YJL068C__YJL068C	0.998	0.647	0.853	1.382	1.129	1.776	0.881	1.282	YJL068C_mRNA
X_314887_314910_-	YJL065C__YJL065C	26.541	26.439	13.452	16.086	23.714	20.466	12.039	14.104	YJL065C_mRNA
X_314887_314910_-	YJL066C__YJL066C	26.541	26.439	13.452	16.086	23.714	20.466	12.039	14.104	YJL066C_mRNA
X_314887_314910_-	YJL068C__YJL068C	26.541	26.439	13.452	16.086	23.714	20.466	12.039	14.104	YJL068C_mRNA
X_315547_315607_-	YJL063C__MRPL8	45.399	36.906	41.21	35.232	34.903	42.333	36.605	30.082	YJL063C_mRNA
X_315547_315607_-	YJL065C__YJL065C	45.399	36.906	41.21	35.232	34.903	42.333	36.605	30.082	YJL065C_mRNA
X_315547_315607_-	YJL066C__YJL066C	45.399	36.906	41.21	35.232	34.903	42.333	36.605	30.082	YJL066C_mRNA
X_316006_316010_-	YJL063C__MRPL8	0.599	0.647	0.284	1.086	0.821	0.467	0.587	0.592	YJL063C_mRNA
X_316006_316010_-	YJL065C__YJL065C	0.599	0.647	0.284	1.086	0.821	0.467	0.587	0.592	YJL065C_mRNA
X_316484_316532_-	YJL063C__MRPL8	83.414	89.892	76.546	71.648	79.969	78.125	75.364	73.677	YJL063C_mRNA
X_316484_316532_-	YJL065C__YJL065C	83.414	89.892	76.546	71.648	79.969	78.125	75.364	73.677	YJL065C_mRNA
X_316681_316723_+	YJL062W-A__COA3	133.902	143.74	111.219	113.295	139.818	122.327	118.625	119.245	YJL062W-A_mRNA
X_316681_316723_+	YJL062W__LAS21	133.902	143.74	111.219	113.295	139.818	122.327	118.625	119.245	YJL062W_mRNA
X_316928_316931_+	YJL062W-A__COA3	0	0.432	0.189	0.099	0.616	0.187	0.881	0.296	YJL062W-A_mRNA
X_316928_316931_+	YJL062W__LAS21	0	0.432	0.189	0.099	0.616	0.187	0.881	0.296	YJL062W_mRNA
X_317251_317273_+	YJL062W-A__COA3	4.789	4.424	5.021	4.934	6.159	5.887	3.328	3.255	YJL062W-A_mRNA
X_317251_317273_+	YJL062W__LAS21	4.789	4.424	5.021	4.934	6.159	5.887	3.328	3.255	YJL062W_mRNA
X_317259_317269_-	YJL063C__MRPL8	0.1	0.755	0.568	0.395	0.513	0.374	0.587	0.099	YJL063C_mRNA
X_31803_31838_+	YJL213W__YJL213W	0.798	0.647	5.779	5.823	1.848	1.495	5.97	4.833	YJL213W_mRNA
X_319432_319435_+	YJL061W__NUP82	0.299	0	0.758	0.395	0.411	0.187	0.489	0.296	YJL061W_mRNA
X_319776_319779_-	.	1.596	1.511	1.516	1.579	2.258	1.962	1.468	2.269	NA
X_319784_319791_-	.	1.497	1.187	1.989	1.974	1.848	1.589	1.566	0.592	NA
X_319960_319982_+	YJL061W__NUP82	51.386	46.834	50.778	48.95	53.176	49.996	45.904	44.581	YJL061W_mRNA
X_323315_323318_+	YJL060W__YJL060W	0.698	1.619	0.947	1.382	1.437	1.121	1.077	0.69	YJL060W_mRNA
X_323320_323393_+	YJL060W__YJL060W	85.111	79.424	49.168	51.911	87.463	82.424	54.712	55.529	YJL060W_mRNA
X_324904_324945_+	YJL059W__YHC3	5.188	3.561	3.41	3.454	3.388	2.804	3.817	2.269	YJL059W_mRNA
X_325343_325347_+	YJL059W__YHC3	0.599	0.54	0.095	0.296	0.719	0.187	0.587	0.592	YJL059W_mRNA
X_327917_327940_-	YJL058C__YJL058C	7.184	7.77	5.968	7.5	6.057	7.102	3.915	4.636	YJL058C_mRNA
X_330123_330227_-	YJL057C__YJL057C	21.053	21.475	12.031	13.422	25.869	21.868	15.269	12.23	YJL057C_mRNA
X_333054_333109_-	YJL056C__ZAP1	110.155	101.978	3.505	4.046	99.782	86.255	3.426	3.353	YJL056C_mRNA
X_333144_333148_-	YJL056C__ZAP1	1.397	1.835	3.316	4.441	2.566	2.243	2.838	3.551	YJL056C_mRNA
X_333318_333396_+	YJL054W__YJL054W	319.489	330.97	196.671	200.142	321.417	308.295	201.232	196.276	YJL054W_mRNA
X_333318_333396_+	YJL055W__YJL055W	319.489	330.97	196.671	200.142	321.417	308.295	201.232	196.276	YJL055W_mRNA
X_333541_333557_+	YJL054W__YJL054W	5.987	6.259	0.284	0.099	5.235	5.981	0.196	0	YJL054W_mRNA
X_333541_333557_+	YJL055W__YJL055W	5.987	6.259	0.284	0.099	5.235	5.981	0.196	0	YJL055W_mRNA
X_333634_333639_+	YJL054W__YJL054W	7.184	7.77	0.189	0.395	7.391	8.597	0.196	0.592	YJL054W_mRNA
X_333634_333639_+	YJL055W__YJL055W	7.184	7.77	0.189	0.395	7.391	8.597	0.196	0.592	YJL055W_mRNA
X_334221_334292_+	YJL054W__YJL054W	36.618	34.424	33.726	37.995	39.009	34.67	39.738	39.748	YJL054W_mRNA
X_334221_334292_+	YJL055W__YJL055W	36.618	34.424	33.726	37.995	39.009	34.67	39.738	39.748	YJL055W_mRNA
X_335838_335878_+	YJL053W__PEP8	23.747	18.237	17.905	18.06	17.862	19.718	16.737	16.274	YJL053W_mRNA
X_338183_338229_+	YJL052W__TDH1	851.604	807.191	99.946	102.341	698.473	708.638	115.983	122.5	YJL052W_mRNA
X_338291_338293_+	YJL052W__TDH1	0.399	0.324	0.095	0	0.719	0.467	0.098	0	YJL052W_mRNA
X_338435_338437_+	YJL052W__TDH1	0.998	0.647	0.095	0.099	0.411	0.28	0.098	0.099	YJL052W_mRNA
X_338857_338859_+	YJL051W__YJL051W	0.599	1.403	0	0.197	0.821	1.028	0.098	0.099	YJL051W_mRNA
X_338857_338859_+	YJL052W__TDH1	0.599	1.403	0	0.197	0.821	1.028	0.098	0.099	YJL052W_mRNA
X_339044_339081_+	YJL051W__YJL051W	3.592	3.561	0.189	0.395	2.258	2.43	0.489	0.789	YJL051W_mRNA
X_339044_339081_+	YJL052W__TDH1	3.592	3.561	0.189	0.395	2.258	2.43	0.489	0.789	YJL052W_mRNA
X_339691_339712_+	YJL051W__YJL051W	5.188	3.453	2.747	3.652	3.388	4.953	3.817	3.255	YJL051W_mRNA
X_342209_342267_-	.	3.293	4.209	3.884	3.454	3.08	3.738	3.034	2.86	NA
X_342415_342524_+	YJL050W__MTR4	53.88	62.913	95.304	88.327	55.332	60.182	76.93	82.258	YJL050W_mRNA
X_345345_345392_+	YJL049W__YJL049W	3.991	4.964	0.379	0	3.285	3.738	0.098	0	YJL049W_mRNA
X_345936_345987_+	YJL049W__YJL049W	24.246	21.583	18.758	17.271	23.406	23.082	16.932	18.74	YJL049W_mRNA
X_348510_348520_+	.	0.599	0.432	0.474	0.197	0.308	0.374	0.587	0.986	NA
X_348630_348743_-	YJL047C-A__YJL047C-A	121.23	114.496	19.042	20.034	114.77	104.852	23.49	24.165	YJL047C-A_mRNA
X_348630_348743_-	YJL048C__UBX6	121.23	114.496	19.042	20.034	114.77	104.852	23.49	24.165	YJL048C_mRNA
X_348841_348875_-	YJL047C-A__YJL047C-A	2.395	1.942	3.032	2.369	1.335	1.962	2.838	2.86	YJL047C-A_mRNA
X_348841_348875_-	YJL048C__UBX6	2.395	1.942	3.032	2.369	1.335	1.962	2.838	2.86	YJL048C_mRNA
X_348910_348958_-	YJL047C-A__YJL047C-A	3.692	4.748	4.642	4.934	5.133	3.645	4.894	5.918	YJL047C-A_mRNA
X_348910_348958_-	YJL048C__UBX6	3.692	4.748	4.642	4.934	5.133	3.645	4.894	5.918	YJL048C_mRNA
X_349355_349396_-	YJL047C-A__YJL047C-A	10.676	9.388	9	12.928	8.007	8.13	7.439	6.51	YJL047C-A_mRNA
X_349355_349396_-	YJL048C__UBX6	10.676	9.388	9	12.928	8.007	8.13	7.439	6.51	YJL048C_mRNA
X_352152_352228_-	YJL047C__RTT101	11.275	9.928	12.031	9.968	12.319	10.934	7.634	6.608	YJL047C_mRNA
X_352358_352408_+	YJL046W__AIM22	17.262	15.755	10.231	12.83	15.398	14.859	14.681	12.921	YJL046W_mRNA
X_354445_354536_+	.	5.588	5.072	3.505	2.467	6.057	5.514	4.796	5.918	NA
X_354624_354634_-	.	16.962	14.676	16.863	20.133	16.117	15.606	16.052	18.049	NA
X_357522_357527_+	.	1.297	2.266	1.232	1.086	2.156	1.682	0.587	1.184	NA
X_359652_359749_-	YJL044C__YJL044C	47.394	45	36.284	31.679	42.089	41.212	33.376	33.633	YJL044C_mRNA
X_361140_361279_+	YJL042W__YJL042W	38.414	36.906	22.642	19.244	31.721	30.652	19.086	21.995	YJL042W_mRNA
X_36192_36356_-	YJL211C__YJL211C	85.011	91.187	91.23	87.044	83.665	83.919	80.747	78.412	YJL211C_mRNA
X_36192_36356_-	YJL212C__OPT1	85.011	91.187	91.23	87.044	83.665	83.919	80.747	78.412	YJL212C_mRNA
X_365513_365524_-	.	0.399	0.324	1.421	1.184	0.205	0.374	0.881	0.789	NA
X_365695_365757_+	YJL041W__YJL041W	47.394	44.892	45.947	48.259	40.755	41.212	41.401	42.115	YJL041W_mRNA
X_36708_36715_+	YJL210W__PEX2	0.2	1.079	0.853	0.888	0.513	0.841	0.587	0.789	YJL210W_mRNA
X_36769_36914_+	YJL210W__PEX2	82.217	74.46	60.346	66.517	82.125	80.274	62.738	61.053	YJL210W_mRNA
X_36993_37018_+	YJL209W__YJL209W	6.685	7.77	1.042	1.579	7.699	6.448	2.349	2.17	YJL209W_mRNA
X_36993_37018_+	YJL210W__PEX2	6.685	7.77	1.042	1.579	7.699	6.448	2.349	2.17	YJL210W_mRNA
X_373901_373984_-	YJL039C__YJL039C	30.732	27.086	24.821	27.14	28.128	28.503	24.86	26.335	YJL039C_mRNA
X_373997_374000_-	YJL039C__YJL039C	0.1	0.108	0.379	0.099	0.205	0.187	0.392	0.197	YJL039C_mRNA
X_375390_375431_+	.	2.993	2.806	0.853	1.48	2.156	2.897	1.175	0.197	NA
X_378688_378767_+	YJL036W__SNX4	45.299	41.007	30.6	30.298	41.062	38.221	30.048	29.195	YJL036W_mRNA
X_37902_37952_+	YJL209W__YJL209W	23.747	25.683	22.926	22.6	26.691	25.606	18.205	20.614	YJL209W_mRNA
X_37902_37952_+	YJL210W__PEX2	23.747	25.683	22.926	22.6	26.691	25.606	18.205	20.614	YJL210W_mRNA
X_380476_380480_-	YJL035C__YJL035C	0.399	0.216	0.095	0.099	0.205	0.467	0.587	0.493	YJL035C_mRNA
X_380593_380602_-	YJL035C__YJL035C	0.1	0.647	0.663	0.395	0.513	0.467	0.392	0.888	YJL035C_mRNA
X_380929_380938_-	YJL035C__YJL035C	0.299	0	0.947	0.296	0.205	0.093	0.294	0	YJL035C_mRNA
X_380970_380975_-	YJL035C__YJL035C	0.1	0.324	0.189	0.296	0	0	0	0.099	YJL035C_mRNA
X_381013_381063_-	YJL035C__YJL035C	13.969	12.626	12.505	13.027	12.011	11.868	11.549	10.159	YJL035C_mRNA
X_381240_381318_+	YJL034W__KAR2	393.723	385.898	339.627	368.012	378.288	374.832	335.909	331.992	YJL034W_mRNA
X_383784_383820_+	YJL033W__HCA4	61.363	56.007	93.883	89.413	63.134	61.21	79.377	81.075	YJL033W_mRNA
X_387441_387545_-	YJL031C__YJL031C	24.645	22.878	22.737	22.402	23.714	25.792	20.26	20.022	YJL031C_mRNA
X_387608_387644_+	YJL030W__YJL030W	22.849	22.986	16.01	19.047	20.121	21.868	17.911	14.499	YJL030W_mRNA
X_387855_387859_+	YJL030W__YJL030W	0.998	1.079	1.516	0.79	1.335	0.748	0.587	1.874	YJL030W_mRNA
X_390853_390939_-	YJL029C__YJL029C	10.876	7.014	8.621	9.277	9.342	8.784	7.439	9.074	YJL029C_mRNA
X_390950_390956_-	YJL029C__YJL029C	0.299	0	0.379	0.197	0.308	0.093	0	0.099	YJL029C_mRNA
X_392209_392212_+	YJL026W__RNR2	0.2	1.295	0.284	0.197	0.308	0.28	0	0.197	YJL026W_mRNA
X_392209_392212_+	YJL028W__YJL028W	0.2	1.295	0.284	0.197	0.308	0.28	0	0.197	YJL028W_mRNA
X_392224_392370_+	YJL026W__RNR2	275.088	284.999	189.945	183.069	292.262	276.521	205.147	208.802	YJL026W_mRNA
X_392224_392370_+	YJL028W__YJL028W	275.088	284.999	189.945	183.069	292.262	276.521	205.147	208.802	YJL028W_mRNA
X_392433_392437_+	YJL026W__RNR2	0.299	0.863	0.379	0.395	0.513	0.467	1.077	0.099	YJL026W_mRNA
X_393884_393942_+	YJL025W__YJL025W	8.98	8.741	10.042	9.869	8.212	7.756	8.417	7.496	YJL025W_mRNA
X_396563_396566_-	YJL024C__APS3	0.399	0.324	0.189	0.197	0.205	0.374	0.392	0.296	YJL024C_mRNA
X_396612_396634_-	YJL024C__APS3	16.264	17.158	12.031	12.534	13.756	14.298	9.983	14.4	YJL024C_mRNA
X_398169_398171_-	YJL023C__YJL023C	0	0	0	0	0.513	0.28	0	0.099	YJL023C_mRNA
X_398350_398403_-	YJL023C__YJL023C	3.692	4.209	3.126	3.158	3.08	4.766	3.034	4.143	YJL023C_mRNA
X_398559_398566_-	YJL023C__YJL023C	0.698	0.971	0.474	0.197	0.719	0.654	0.979	0.888	YJL023C_mRNA
X_402463_402503_-	YJL020C__BBC1	46.496	50.935	35.999	38.291	43.321	41.025	32.397	32.548	YJL020C_mRNA
X_402770_402773_+	YJL019W__MPS3	0.898	1.727	1.421	0.395	1.027	1.495	0.979	0.296	YJL019W_mRNA
X_402790_402802_+	YJL019W__MPS3	17.661	16.079	18.852	17.665	20.121	18.971	18.401	15.584	YJL019W_mRNA
X_404864_404869_-	.	0.399	0.54	0.474	0.197	0.205	0.28	0.392	0	NA
X_405095_405098_+	YJL016W__YJL016W	0.299	0.755	0.474	0.592	0.924	0.561	0.489	0.296	YJL016W_mRNA
X_405096_405166_-	.	2.395	2.158	5.779	4.244	3.285	2.804	4.013	3.649	NA
X_405251_405325_+	YJL016W__YJL016W	14.568	12.41	5.305	4.934	13.859	13.457	5.873	6.016	YJL016W_mRNA
X_405414_405418_+	YJL016W__YJL016W	6.486	4.209	1.421	2.072	4.517	4.205	2.251	1.578	YJL016W_mRNA
X_405445_405449_+	YJL016W__YJL016W	2.095	1.079	0.663	0.395	1.232	1.402	0.489	0.493	YJL016W_mRNA
X_405565_405568_+	YJL016W__YJL016W	0.1	0.324	0.284	0.197	0.513	0.28	0.196	0.395	YJL016W_mRNA
X_407314_407317_-	YJL015C__YJL015C	0	0	0.189	0.395	0	0	0.196	0.395	YJL015C_mRNA
X_407495_407542_+	YJL014W__CCT3	92.295	92.697	94.072	102.538	87.566	100.086	97.19	104.056	YJL014W_mRNA
X_408191_408193_+	YJL014W__CCT3	0.299	1.727	0.758	0.691	0.616	0.561	0.294	0.296	YJL014W_mRNA
X_411015_411032_-	YJL013C__YJL013C	19.856	19.101	15.442	15.099	18.478	16.167	13.507	13.512	YJL013C_mRNA
X_41162_41273_-	YJL208C__YJL208C	21.652	18.993	21.884	21.218	17.041	20.372	17.226	19.923	YJL208C_mRNA
X_413407_413473_-	YJL012C__VTC4	51.585	56.223	72.757	74.807	51.328	52.893	68.709	67.168	YJL012C_mRNA
X_414776_414842_-	YJL011C__RPC17	24.246	22.122	31.926	29.015	21.045	22.241	29.265	26.137	YJL011C_mRNA
X_415178_415181_+	.	0.499	0.755	0.568	0.197	0.616	0.187	0.098	0.296	NA
X_417268_417287_-	.	3.293	2.698	0.758	1.579	2.053	2.336	2.055	1.973	NA
X_419585_419637_-	YJL010C__YJL010C	56.175	60.108	80.051	68.293	59.849	58.594	65.675	70.324	YJL010C_mRNA
X_421673_421710_-	YJL008C__YJL008C	145.177	143.74	169.482	156.521	142.384	151.204	153.371	158.007	YJL008C_mRNA
X_421892_421941_+	.	9.778	11.87	11.747	11.448	10.676	12.149	10.081	13.217	NA
X_424138_424170_-	YJL006C__YJL006C	17.661	18.669	13.737	14.705	14.68	16.915	13.898	13.611	YJL006C_mRNA
X_424840_424853_-	YJL006C__YJL006C	0.599	0.971	1.232	0.79	1.642	0.467	2.055	0.789	YJL006C_mRNA
X_425006_425115_+	YJL005W__CYR1	88.703	92.158	67.262	65.135	78.121	78.873	60.389	56.417	YJL005W_mRNA
X_431689_431745_-	YJL004C__YJL004C	5.188	7.23	4.832	5.033	6.981	9.439	6.166	5.03	YJL004C_mRNA
X_432168_432233_-	YJL004C__YJL004C	51.186	53.417	52.673	53.687	56.358	53.828	55.006	58.291	YJL004C_mRNA
X_432251_432255_-	YJL004C__YJL004C	0	0.216	0.189	0.099	0.513	0.187	0.196	0.197	YJL004C_mRNA
X_432485_432628_+	YJL003W__YJL003W	30.033	25.683	18.189	21.613	25.561	27.661	19.673	22.784	YJL003W_mRNA
X_432823_432828_+	YJL003W__YJL003W	0.299	0.108	0.189	0.197	0.103	0.561	0.392	0.592	YJL003W_mRNA
